date,rank,iHS2,Import,itext,iname,iall,ishare,eHS2,Export,etext,ename,eall,eshare
2016,4,95,24.9251,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,475.8066,5.2,84,11.3873,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,114.5711,9.9
2016,5,39,15.6093,39 - Plastics and articles thereof,Plastics Articles,475.8066,3.3,87,11.0664,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,114.5711,9.7
2016,6,64,15.3726,64 - Footwear; gaiters and the like; parts of such articles,Footwear,475.8066,3.2,90,8.267,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,114.5711,7.2
2016,7,61,15.1152,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,475.8066,3.2,39,4.9327,39 - Plastics and articles thereof,Plastics Articles,114.5711,4.3
2016,8,87,14.3184,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,475.8066,3,47,3.3676,47 - Pulp of wood or 0 fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,Wood Pulp,114.5711,2.9
2016,9,62,14.1818,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,475.8066,3,27,2.5704,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,114.5711,2.2
2016,10,90,11.5897,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,475.8066,2.4,44,2.5457,44 - Wood and articles of wood; wood charcoal,Wood and Articles,114.5711,2.2
2016,99,0,101.2852,0,Other,475.8066,21.3,0,28.5722,0,Other,114.5711,24.9
2017,1,85,150.0097,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,519.5207,28.9,88,16.2656,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,128.6252,12.6
2017,2,84,112.2074,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,519.5207,21.6,84,12.8927,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,128.6252,10
2017,3,94,34.8318,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,519.5207,6.7,87,12.8627,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,128.6252,10
2017,4,95,26.7238,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,519.5207,5.1,12,12.8405,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,128.6252,10
2017,5,39,17.542,39 - Plastics and articles thereof,Plastics Articles,519.5207,3.4,85,12.1298,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,128.6252,9.4
2017,6,87,15.5397,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,519.5207,3,90,8.8184,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,128.6252,6.9
2017,7,61,14.8846,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,519.5207,2.9,27,8.4976,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,128.6252,6.6
2017,8,64,14.8377,64 - Footwear; gaiters and the like; parts of such articles,Footwear,519.5207,2.9,39,5.6619,39 - Plastics and articles thereof,Plastics Articles,128.6252,4.4
2017,9,62,13.5089,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,519.5207,2.6,47,3.3581,47 - Pulp of wood or 0 fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,Wood Pulp,128.6252,2.6
2017,10,73,12.4808,73 - Iron or steel articles,Iron and Steel,519.5207,2.4,44,3.1978,44 - Wood and articles of wood; wood charcoal,Wood and Articles,128.6252,2.5
2017,99,0,106.9543,0,Other,519.5207,20.6,0,32.1001,0,Other,128.6252,25
2018,1,85,155.9511,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,556.1655,28,88,18.2219,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,119.008,15.3
2018,2,84,119.5667,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,556.1655,21.5,84,14.1997,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,119.008,11.9
2018,3,94,38.0642,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,556.1655,6.8,85,12.8799,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,119.008,10.8
2018,4,95,27.9257,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,556.1655,5,90,9.7881,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,119.008,8.2
2018,5,39,20.6042,39 - Plastics and articles thereof,Plastics Articles,556.1655,3.7,87,9.3811,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,119.008,7.9
2018,6,87,18.7262,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,556.1655,3.4,27,8.4507,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,119.008,7.1
2018,7,61,15.3866,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,556.1655,2.8,39,5.7011,39 - Plastics and articles thereof,Plastics Articles,119.008,4.8
2018,8,64,14.6423,64 - Footwear; gaiters and the like; parts of such articles,Footwear,556.1655,2.6,12,3.6652,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,119.008,3.1
2018,9,73,14.1853,73 - Iron or steel articles,Iron and Steel,556.1655,2.6,47,2.9131,47 - Pulp of wood or 0 fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,Wood Pulp,119.008,2.4
2018,10,62,13.441,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,556.1655,2.4,44,2.8634,44 - Wood and articles of wood; wood charcoal,Wood and Articles,119.008,2.4
2018,99,0,117.6722,0,Other,556.1655,21.2,0,30.9438,0,Other,119.008,26
2019,1,85,128.7148,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,463.8742,27.7,85,14.4281,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,105.4732,13.7
2019,2,84,94.6167,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,463.8742,20.4,84,12.7719,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,105.4732,12.1
2019,3,94,29.1803,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,463.8742,6.3,88,10.46,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,105.4732,9.9
2019,4,95,26.7829,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,463.8742,5.8,90,9.7537,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,105.4732,9.2
2019,5,39,19.3729,39 - Plastics and articles thereof,Plastics Articles,463.8742,4.2,87,9.1345,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,105.4732,8.7
2019,6,87,14.9073,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,463.8742,3.2,12,8.5412,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,105.4732,8.1
2019,7,61,14.1841,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,463.8742,3.1,39,4.9821,39 - Plastics and articles thereof,Plastics Articles,105.4732,4.7
2019,8,64,14.0428,64 - Footwear; gaiters and the like; parts of such articles,Footwear,463.8742,3,30,4.1436,30 - Pharmaceutical products,Pharmaceutical Products,105.4732,3.9
2019,9,62,12.2126,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,463.8742,2.6,27,3.7658,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,105.4732,3.6
2019,10,73,11.8942,73 - Iron or steel articles,Iron and Steel,463.8742,2.6,38,2.7381,38 - Chemical products n.e.c.,Chemical Products,105.4732,2.6
2019,99,0,97.9656,0,Other,463.8742,21.1,0,24.7542,0,Other,105.4732,23.5
2020,1,85,114.4629,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,447.3618,25.6,12,15.0302,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,123.4377,12.2
2020,2,84,100.4375,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,447.3618,22.5,84,13.8093,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,123.4377,11.2
2020,3,95,27.8456,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,447.3618,6.2,27,9.8947,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,123.4377,8
2020,4,94,25.3042,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,447.3618,5.7,90,9.5069,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,123.4377,7.7
2020,5,63,22.2567,"63 - Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Textiles,447.3618,5,87,8.1915,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,123.4377,6.6
2020,6,39,21.9374,39 - Plastics and articles thereof,Plastics Articles,447.3618,4.9,39,5.4156,39 - Plastics and articles thereof,Plastics Articles,123.4377,4.4
2020,7,87,13.6333,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,447.3618,3,30,4.6432,30 - Pharmaceutical products,Pharmaceutical Products,123.4377,3.8
2020,8,90,12.6316,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,447.3618,2.8,88,4.3992,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,123.4377,3.6
2020,9,73,11.5779,73 - Iron or steel articles,Iron and Steel,447.3618,2.6,2,3.1496,02 - Meat and edible meat offal,Meats,123.4377,2.6
2020,10,62,10.1933,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,447.3618,2.3,85,17.0437,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,123.4377,13.8
2020,99,0,87.0814,0,Other,447.3618,19.5,0,32.3538,0,Other,123.4377,26.2
2021,1,85,135.1237,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,531.5798,25.4,85,19.357,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,149.7261,12.9
2021,2,84,115.6358,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,531.5798,21.8,84,16.7287,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,149.7261,11.2
2021,3,95,40.4205,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,531.5798,7.6,27,15.3971,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,149.7261,10.3
2021,4,94,31.4468,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,531.5798,5.9,12,15.0409,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,149.7261,10
2021,5,39,27.0523,39 - Plastics and articles thereof,Plastics Articles,531.5798,5.1,87,8.4817,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,149.7261,5.7
2021,6,87,17.3483,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,531.5798,3.3,10,7.7688,10 - Cereals,Cereals,149.7261,5.2
2021,7,73,15.3993,73 - Iron or steel articles,Iron and Steel,531.5798,2.9,30,6.6671,30 - Pharmaceutical products,Pharmaceutical Products,149.7261,4.5
2021,8,90,14.1079,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,531.5798,2.7,39,6.3345,39 - Plastics and articles thereof,Plastics Articles,149.7261,4.2
2021,9,61,13.0784,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,531.5798,2.5,88,4.7172,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,149.7261,3.2
2021,10,64,12.2929,64 - Footwear; gaiters and the like; parts of such articles,Footwear,531.5798,2.3,90,10.7543,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,149.7261,7.2
2021,99,0,109.6739,0,Other,531.5798,20.6,0,38.4788,0,Other,149.7261,25.7
2022,1,85,145.8077,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,565.6949,25.8,12,18.8787,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,152.1587,12.4
2022,2,84,112.7703,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,565.6949,19.9,85,16.0051,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,152.1587,10.5
2022,3,95,42.7686,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,565.6949,7.6,84,14.9156,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,152.1587,9.8
2022,4,94,29.6664,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,565.6949,5.2,27,13.4727,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,152.1587,8.9
2022,5,39,26.4119,39 - Plastics and articles thereof,Plastics Articles,565.6949,4.7,90,10.9315,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,152.1587,7.2
2022,6,87,19.5965,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,565.6949,3.5,30,9.2972,30 - Pharmaceutical products,Pharmaceutical Products,152.1587,6.1
2022,7,73,16.4642,73 - Iron or steel articles,Iron and Steel,565.6949,2.9,10,7.4891,10 - Cereals,Cereals,152.1587,4.9
2022,8,64,14.7795,64 - Footwear; gaiters and the like; parts of such articles,Footwear,565.6949,2.6,87,7.2996,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,152.1587,4.8
2022,9,29,14.2945,29 - Organic chemicals,Organic Chemicals,565.6949,2.5,39,7.013,39 - Plastics and articles thereof,Plastics Articles,152.1587,4.6
2022,10,90,14.0841,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,565.6949,2.5,88,5.5283,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,152.1587,3.6
2022,99,0,129.0512,0,Other,565.6949,22.8,0,41.3279,0,Other,152.1587,27.2
2023,1,85,126.6791,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,437.9638,28.9,27,19.7352,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,145.6252,13.6
2023,2,84,85.8894,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,437.9638,19.6,12,15.8502,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,145.6252,10.9
2023,3,95,33.3889,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,437.9638,7.6,84,13.7229,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,145.6252,9.4
2023,4,94,20.2855,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,437.9638,4.6,85,11.6442,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,145.6252,8
2023,5,39,20.1552,39 - Plastics and articles thereof,Plastics Articles,437.9638,4.6,90,11.3051,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,145.6252,7.8
2023,6,87,16.414,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,437.9638,3.7,30,9.8966,30 - Pharmaceutical products,Pharmaceutical Products,145.6252,6.8
2023,7,90,11.7905,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,437.9638,2.7,87,8.1386,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,145.6252,5.6
2023,8,73,11.7147,73 - Iron or steel articles,Iron and Steel,437.9638,2.7,39,7.4473,39 - Plastics and articles thereof,Plastics Articles,145.6252,5.1
2023,9,64,10.0391,64 - Footwear; gaiters and the like; parts of such articles,Footwear,437.9638,2.3,88,6.8136,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,145.6252,4.7
2023,10,61,9.9961,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,437.9638,2.3,29,4.2051,29 - Organic chemicals,Organic Chemicals,145.6252,2.9
2023,99,0,91.6113,0,Other,437.9638,20.9,0,36.8664,0,Other,145.6252,25.3
