date,rank,iHS2,Import,itext,iname,iall,ishare,eHS2,Export,etext,ename,eall,eshare
1991,1,95,2.8229,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,20.1029,14,88,1.0826,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,6.2305,17.4
1991,2,85,2.6827,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,20.1029,13.3,84,1.0574,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,6.2305,17
1991,3,64,2.6806,64 - Footwear; gaiters and the like; parts of such articles,Footwear,20.1029,13.3,31,0.9774,31 - Fertilizers,Fertilizers,6.2305,15.7
1991,4,62,2.4542,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,20.1029,12.2,10,0.3634,10 - Cereals,Cereals,6.2305,5.8
1991,5,42,1.2508,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,20.1029,6.2,52,0.3261,52 - Cotton,Cotton,6.2305,5.2
1991,6,61,1.2132,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,20.1029,6,90,0.3164,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,6.2305,5.1
1991,7,84,0.6985,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,20.1029,3.5,39,0.2963,39 - Plastics and articles thereof,Plastics Articles,6.2305,4.8
1991,8,27,0.6425,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,20.1029,3.2,85,0.2772,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,6.2305,4.4
1991,9,39,0.5407,39 - Plastics and articles thereof,Plastics Articles,20.1029,2.7,29,0.2737,29 - Organic chemicals,Organic Chemicals,6.2305,4.4
1991,10,94,0.4865,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,20.1029,2.4,44,0.1675,44 - Wood and articles of wood; wood charcoal,Wood and Articles,6.2305,2.7
1991,99,0,4.6303,0,Other,20.1029,23,0,1.0925,0,Other,6.2305,17.5
1992,1,95,3.9904,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,27.0689,14.7,88,2.0558,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,7.403,27.8
1992,2,64,3.6008,64 - Footwear; gaiters and the like; parts of such articles,Footwear,27.0689,13.3,84,1.1761,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,7.403,15.9
1992,3,85,3.5638,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,27.0689,13.2,31,0.6291,31 - Fertilizers,Fertilizers,7.403,8.5
1992,4,62,3.2605,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,27.0689,12,85,0.4641,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,7.403,6.3
1992,5,42,1.6624,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,27.0689,6.1,90,0.4351,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,7.403,5.9
1992,6,61,1.4837,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,27.0689,5.5,10,0.273,10 - Cereals,Cereals,7.403,3.7
1992,7,84,1.109,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,27.0689,4.1,87,0.2727,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,7.403,3.7
1992,8,39,0.8545,39 - Plastics and articles thereof,Plastics Articles,27.0689,3.2,39,0.2226,39 - Plastics and articles thereof,Plastics Articles,7.403,3
1992,9,94,0.7618,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,27.0689,2.8,29,0.2126,29 - Organic chemicals,Organic Chemicals,7.403,2.9
1992,10,27,0.5703,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,27.0689,2.1,52,0.2002,52 - Cotton,Cotton,7.403,2.7
1992,99,0,6.2117,0,Other,27.0689,22.9,0,1.4617,0,Other,7.403,19.7
1993,1,64,4.7749,64 - Footwear; gaiters and the like; parts of such articles,Footwear,33.4308,14.3,88,2.2292,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,8.6848,25.7
1993,2,85,4.6233,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,33.4308,13.8,84,1.8186,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,8.6848,20.9
1993,3,95,4.5119,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,33.4308,13.5,85,0.8951,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,8.6848,10.3
1993,4,62,4.0104,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,33.4308,12,87,0.8058,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,8.6848,9.3
1993,5,42,2.0643,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,33.4308,6.2,90,0.4688,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,8.6848,5.4
1993,6,84,1.6327,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,33.4308,4.9,31,0.2927,31 - Fertilizers,Fertilizers,8.6848,3.4
1993,7,61,1.6093,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,33.4308,4.8,10,0.2742,10 - Cereals,Cereals,8.6848,3.2
1993,8,94,1.2328,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,33.4308,3.7,27,0.2493,"27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",Mineral Fuels,8.6848,2.9
1993,9,39,1.1666,39 - Plastics and articles thereof,Plastics Articles,33.4308,3.5,29,0.2056,29 - Organic chemicals,Organic Chemicals,8.6848,2.4
1993,10,63,0.5322,"63 - Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Textiles,33.4308,1.6,39,0.198,39 - Plastics and articles thereof,Plastics Articles,8.6848,2.3
1993,99,0,7.2724,0,Other,33.4308,21.8,0,1.2475,0,Other,8.6848,14.4
1994,1,85,6.7799,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,41.0357,16.5,84,1.9203,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,9.1822,20.9
1994,2,95,5.5718,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,41.0357,13.6,88,1.9106,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,9.1822,20.8
1994,3,64,5.5515,64 - Footwear; gaiters and the like; parts of such articles,Footwear,41.0357,13.5,31,0.9441,31 - Fertilizers,Fertilizers,9.1822,10.3
1994,4,62,3.7113,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,41.0357,9,85,0.9194,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,9.1822,10
1994,5,42,2.6398,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,41.0357,6.4,52,0.65,52 - Cotton,Cotton,9.1822,7.1
1994,6,84,2.4708,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,41.0357,6,90,0.3858,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,9.1822,4.2
1994,7,94,1.7675,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,41.0357,4.3,87,0.316,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,9.1822,3.4
1994,8,61,1.6673,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,41.0357,4.1,29,0.2348,29 - Organic chemicals,Organic Chemicals,9.1822,2.6
1994,9,39,1.4622,39 - Plastics and articles thereof,Plastics Articles,41.0357,3.6,39,0.1848,39 - Plastics and articles thereof,Plastics Articles,9.1822,2
1994,10,90,0.7584,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,41.0357,1.8,10,0.1701,10 - Cereals,Cereals,9.1822,1.9
1994,99,0,8.6552,0,Other,41.0357,21.1,0,1.5463,0,Other,9.1822,16.8
1995,1,85,8.1881,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,48.126,17,84,2.1902,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,11.6,18.9
1995,2,95,6.7212,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,48.126,14,85,1.2701,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,11.6,10.9
1995,3,64,6.1474,64 - Footwear; gaiters and the like; parts of such articles,Footwear,48.126,12.8,31,1.2042,31 - Fertilizers,Fertilizers,11.6,10.4
1995,4,84,3.7833,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,48.126,7.9,88,1.1758,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,11.6,10.1
1995,5,62,3.4595,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,48.126,7.2,10,1.1448,10 - Cereals,Cereals,11.6,9.9
1995,6,42,2.6807,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,48.126,5.6,52,0.8336,52 - Cotton,Cotton,11.6,7.2
1995,7,94,2.1971,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,48.126,4.6,90,0.4499,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,11.6,3.9
1995,8,39,1.7699,39 - Plastics and articles thereof,Plastics Articles,48.126,3.7,15,0.3964,"15 - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",Animal and Vegetable Fats,11.6,3.4
1995,9,61,1.4533,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,48.126,3,39,0.3507,39 - Plastics and articles thereof,Plastics Articles,11.6,3
1995,10,90,1.3174,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,48.126,2.7,29,0.2634,29 - Organic chemicals,Organic Chemicals,11.6,2.3
1995,99,0,10.4081,0,Other,48.126,21.6,0,2.3209,0,Other,11.6,20
1996,1,85,9.2191,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,53.9708,17.1,84,2.3038,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,11.82,19.5
1996,2,95,7.9949,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,53.9708,14.8,88,1.7084,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,11.82,14.5
1996,3,64,6.6973,64 - Footwear; gaiters and the like; parts of such articles,Footwear,53.9708,12.4,85,1.4332,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,11.82,12.1
1996,4,84,4.6404,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,53.9708,8.6,31,0.8911,31 - Fertilizers,Fertilizers,11.82,7.5
1996,5,62,3.6898,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,53.9708,6.8,52,0.7297,52 - Cotton,Cotton,11.82,6.2
1996,6,42,2.7637,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,53.9708,5.1,90,0.4876,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,11.82,4.1
1996,7,94,2.6186,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,53.9708,4.9,10,0.441,10 - Cereals,Cereals,11.82,3.7
1996,8,39,1.8841,39 - Plastics and articles thereof,Plastics Articles,53.9708,3.5,12,0.4275,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,11.82,3.6
1996,9,61,1.589,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,53.9708,2.9,39,0.4029,39 - Plastics and articles thereof,Plastics Articles,11.82,3.4
1996,10,90,1.5863,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,53.9708,2.9,48,0.2505,"48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",Paper and Paperboad,11.82,2.1
1996,99,0,11.2876,0,Other,53.9708,20.9,0,2.7443,0,Other,11.82,23.2
1997,1,85,10.9311,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,65.297,16.7,84,2.477,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,12.663,19.6
1997,2,95,9.9176,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,65.297,15.2,88,2.1226,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,12.663,16.8
1997,3,64,7.7371,64 - Footwear; gaiters and the like; parts of such articles,Footwear,65.297,11.8,85,1.5201,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,12.663,12
1997,4,84,6.1934,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,65.297,9.5,31,1.0498,31 - Fertilizers,Fertilizers,12.663,8.3
1997,5,62,4.3506,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,65.297,6.7,90,0.6274,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,12.663,5
1997,6,94,3.2795,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,65.297,5,52,0.5775,52 - Cotton,Cotton,12.663,4.6
1997,7,42,3.1103,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,65.297,4.8,39,0.4323,39 - Plastics and articles thereof,Plastics Articles,12.663,3.4
1997,8,39,2.1293,39 - Plastics and articles thereof,Plastics Articles,65.297,3.3,12,0.4286,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,12.663,3.4
1997,9,90,2.0397,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,65.297,3.1,87,0.3532,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,12.663,2.8
1997,10,61,1.9171,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,65.297,2.9,48,0.2601,"48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",Paper and Paperboad,12.663,2.1
1997,99,0,13.6913,0,Other,65.297,21,0,2.8144,0,Other,12.663,22.2
1998,1,85,13.2416,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,74.3546,17.8,88,3.5852,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,14.0575,25.5
1998,2,95,11.2198,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,74.3546,15.1,84,2.7185,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,14.0575,19.3
1998,3,64,8.3429,64 - Footwear; gaiters and the like; parts of such articles,Footwear,74.3546,11.2,85,1.7542,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,14.0575,12.5
1998,4,84,7.9026,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,74.3546,10.6,31,1.0641,31 - Fertilizers,Fertilizers,14.0575,7.6
1998,5,94,4.3476,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,74.3546,5.8,90,0.6796,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,14.0575,4.8
1998,6,62,3.9712,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,74.3546,5.3,39,0.432,39 - Plastics and articles thereof,Plastics Articles,14.0575,3.1
1998,7,42,3.0784,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,74.3546,4.1,48,0.3358,"48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",Paper and Paperboad,14.0575,2.4
1998,8,90,2.301,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,74.3546,3.1,15,0.3195,"15 - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",Animal and Vegetable Fats,14.0575,2.3
1998,9,39,2.2586,39 - Plastics and articles thereof,Plastics Articles,74.3546,3,12,0.3037,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,14.0575,2.2
1998,10,61,1.9375,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,74.3546,2.6,29,0.223,29 - Organic chemicals,Organic Chemicals,14.0575,1.6
1998,99,0,15.7534,0,Other,74.3546,21.2,0,2.6419,0,Other,14.0575,18.8
1999,1,85,15.8037,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,86.8476,18.2,84,2.5717,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,12.9155,19.9
1999,2,95,12.0748,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,86.8476,13.9,88,2.3171,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,12.9155,17.9
1999,3,84,10.661,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,86.8476,12.3,85,1.9854,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,12.9155,15.4
1999,4,64,8.9012,64 - Footwear; gaiters and the like; parts of such articles,Footwear,86.8476,10.2,31,0.9317,31 - Fertilizers,Fertilizers,12.9155,7.2
1999,5,94,6.3253,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,86.8476,7.3,90,0.792,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,12.9155,6.1
1999,6,62,3.9416,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,86.8476,4.5,39,0.5225,39 - Plastics and articles thereof,Plastics Articles,12.9155,4
1999,7,42,3.2175,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,86.8476,3.7,12,0.3706,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,12.9155,2.9
1999,8,39,2.7362,39 - Plastics and articles thereof,Plastics Articles,86.8476,3.2,48,0.3468,"48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",Paper and Paperboad,12.9155,2.7
1999,9,90,2.3973,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,86.8476,2.8,29,0.3189,29 - Organic chemicals,Organic Chemicals,12.9155,2.5
1999,10,61,2.1225,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,86.8476,2.4,87,0.2132,"87 - Vehicles; 0 than railway or tramway rolling stock, and parts and accessories thereof",Vehicles,12.9155,1.7
1999,99,0,18.6665,0,Other,86.8476,21.5,0,2.5456,0,Other,12.9155,19.7
2000,1,85,19.531,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,98.8766,19.8,84,3.4925,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,15.9668,21.9
2000,2,84,13.4035,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,98.8766,13.6,85,2.6997,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,15.9668,16.9
2000,3,95,12.3832,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,98.8766,12.5,88,1.6919,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,15.9668,10.6
2000,4,64,9.1855,64 - Footwear; gaiters and the like; parts of such articles,Footwear,98.8766,9.3,12,1.0449,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,15.9668,6.5
2000,5,94,7.2023,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,98.8766,7.3,90,0.8144,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,15.9668,5.1
2000,6,62,4.1673,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,98.8766,4.2,39,0.7199,39 - Plastics and articles thereof,Plastics Articles,15.9668,4.5
2000,7,42,3.835,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,98.8766,3.9,29,0.4881,29 - Organic chemicals,Organic Chemicals,15.9668,3.1
2000,8,39,2.9141,39 - Plastics and articles thereof,Plastics Articles,98.8766,2.9,48,0.391,"48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",Paper and Paperboad,15.9668,2.4
2000,9,90,2.8081,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,98.8766,2.8,76,0.3174,76 - Aluminium and articles thereof,Aluminium and Articles,15.9668,2
2000,10,61,2.0341,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,98.8766,2.1,31,0.6117,31 - Fertilizers,Fertilizers,15.9668,3.8
2000,99,0,21.4125,0,Other,98.8766,21.7,0,3.6953,0,Other,15.9668,23.1
2001,1,85,19.7274,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,101.0501,19.5,84,4.0529,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,18.9735,21.4
2001,2,84,13.7207,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,101.0501,13.6,85,3.4325,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,18.9735,18.1
2001,3,95,12.2146,"95 - Toys, games and sports requisites; parts and accessories thereof",Toys and Games,101.0501,12.1,88,2.4479,"88 - Aircraft, spacecraft, and parts thereof",Aircraft and Parts,18.9735,12.9
2001,4,64,9.7571,64 - Footwear; gaiters and the like; parts of such articles,Footwear,101.0501,9.7,90,1.2487,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,18.9735,6.6
2001,5,94,7.492,"94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",Furniture,101.0501,7.4,12,1.0316,"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Oil Seeds,18.9735,5.4
2001,6,62,4.1534,62 - Apparel and clothing accessories; not knitted or crocheted,Non Knitted Apparel,101.0501,4.1,39,0.839,39 - Plastics and articles thereof,Plastics Articles,18.9735,4.4
2001,7,42,3.9097,"42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (0 than silk-worm gut)",Leather Articles,101.0501,3.9,72,0.4556,72 - Iron and steel,Iron and Steel,18.9735,2.4
2001,8,39,3.2374,39 - Plastics and articles thereof,Plastics Articles,101.0501,3.2,41,0.4309,41 - Raw hides and skins (0 than furskins) and leather,Raw Hides and Skins,18.9735,2.3
2001,9,90,2.7586,"90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",Optical Accessories,101.0501,2.7,29,0.3993,29 - Organic chemicals,Organic Chemicals,18.9735,2.1
2001,10,61,2.2775,61 - Apparel and clothing accessories; knitted or crocheted,Knitted Apparel,101.0501,2.3,31,0.4199,31 - Fertilizers,Fertilizers,18.9735,2.2
2001,99,0,21.8017,0,Other,101.0501,21.6,0,4.2152,0,Other,18.9735,22.2
2002,1,85,25.4165,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,132.0969,19.2,84,4.0973,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,21.8997,18.7
2002,2,84,21.0714,"84 - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",Mechanical Appliances,132.0969,16,85,3.9488,"85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",Electrical Machinery,21.8997,18
